id,name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
333,Waffle-A-Go Go,Yes,No,3.9,70,Banashankari,Dessert Parlor,Waffles,"Fast Food, Desserts, Ice Cream",400.00,Delivery
334,Cross Road Cafe,Yes,No,3.9,91,Jayanagar,Cafe,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali","Cafe, Fast Food, Chinese",300.00,Delivery
336,Seven Star,Yes,No,3.4,7,Banashankari,Quick Bites,NA,"North Indian, Chinese",250.00,Delivery
337,Stop 'N' Joy,Yes,No,3.8,28,Banashankari,Quick Bites,NA,Fast Food,150.00,Delivery
338,Sri Yaksha Shiv Sagar,Yes,No,3.6,24,Banashankari,Casual Dining,NA,"North Indian, Chinese",600.00,Delivery
339,Fudge,Yes,No,3.8,36,Basavanagudi,Dessert Parlor,NA,"Desserts, Momos",200.00,Delivery
340,Just Bunny,Yes,No,3.5,11,Jayanagar,Quick Bites,NA,Fast Food,200.00,Delivery
341,Bakers Town,Yes,No,3.8,77,Kumaraswamy Layout,Cafe,"Freak Shake, Fries, Pasta Alfredo","Cafe, Continental, Fast Food",650.00,Delivery
342,Shree Mahalakshmi Sweets,Yes,No,3.2,8,Banashankari,Sweet Shop,NA,"Mithai, Street Food",100.00,Delivery
344,Ivy,Yes,No,3.8,210,Kumaraswamy Layout,Casual Dining,"Butter Chicken, Chicken Grill, Tandoori Chicken, Noodles, Biryani, Fried Rice Chicken","North Indian, Chinese, Fast Food",600.00,Delivery
345,The Airos,Yes,No,4.1,130,Jayanagar,Cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza",650.00,Delivery
348,South Point Pub,Yes,No,3.4,11,Basavanagudi,Bar,NA,"North Indian, Seafood, Chinese",800.00,Delivery
349,The Trundle,Yes,No,3.7,133,Jayanagar,Casual Dining,"Salad, Mocktails, Chocolava, Pesto Pasta, Momos, Jasmine Rice, Tom Yum Soup","Chinese, Thai, Continental, North Indian",700.00,Delivery
351,Sri Krishna Darshini,Yes,No,3.1,4,Basavanagudi,Quick Bites,NA,"South Indian, North Indian, Chinese",200.00,Delivery
352,Shringar Sweets & Snacks,Yes,No,3.5,11,Basavanagudi,"Sweet Shop, Quick Bites",NA,"Mithai, South Indian, Street Food, Fast Food",200.00,Delivery
357,Little Cafe,Yes,No,3.7,54,Basavanagudi,Cafe,"Pasta, Pizza, Burgers, Pancakes, Garlic Bread","Cafe, Beverages",600.00,Delivery
358,Mumbai Badam Milk & Lassi Center,Yes,No,3.6,23,Basavanagudi,Kiosk,NA,"Beverages, Desserts",100.00,Delivery
359,Sri Krishna Sagar,Yes,No,3.2,119,Banashankari,Casual Dining,NA,"North Indian, Chinese",400.00,Delivery
360,Mylari Biryani Family Restaurant,Yes,No,3.7,73,Banashankari,Quick Bites,NA,"Biryani, Fast Food",400.00,Delivery
361,1980s Games Cafe,Yes,No,3.4,58,Basavanagudi,Cafe,"Maggi, Pasta, Burgers, Sandwiches, Fries","Cafe, Fast Food",400.00,Delivery
364,Namma Biryani,Yes,No,3.6,24,Banashankari,Quick Bites,NA,"Biryani, Chinese, North Indian",250.00,Delivery
366,Hotel Pork Paradise,Yes,No,3.7,21,Mysore Road,Quick Bites,NA,South Indian,300.00,Delivery
367,As On Fire,Yes,No,3.5,41,South Bangalore,Food Truck,Pizza,"Pizza, Fast Food, BBQ",400.00,Delivery
368,J K Fish Land,Yes,No,3.6,35,Jayanagar,Quick Bites,NA,"Seafood, Mangalorean",300.00,Delivery
369,Curry Leaves,Yes,No,4.1,176,Basavanagudi,Casual Dining,"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani","Andhra, North Indian, Chinese",800.00,Delivery
370,Lassi Shop,Yes,No,3.5,45,Banashankari,Beverage Shop,NA,"Beverages, Ice Cream, Fast Food",300.00,Delivery
371,Magic Meals,Yes,No,3.7,47,Jayanagar,"Quick Bites, Dessert Parlor","Biryani, Thick Shakes, Fries","Fast Food, Desserts, Beverages",400.00,Delivery
372,Desi Cream Junction,Yes,Yes,3.7,36,Jayanagar,Casual Dining,Vegetarian,"Chinese, North Indian, Pizza, Italian",650.00,Delivery
373,Drunken Monkey,Yes,No,3.8,52,Kumaraswamy Layout,"Beverage Shop, Quick Bites",NA,"Beverages, Fast Food",400.00,Delivery
374,Ruchi's Corner,Yes,No,2.7,123,Banashankari,Quick Bites,NA,Fast Food,200.00,Delivery
376,Bangalore Donne Biriyani,Yes,No,3.2,4,Kumaraswamy Layout,Quick Bites,NA,"South Indian, Biryani",300.00,Delivery
377,SGS Non Veg - Gundu Pulav,Yes,No,3.8,101,Banashankari,Quick Bites,NA,"Biryani, Fast Food",400.00,Delivery
378,Keventers,Yes,No,3.7,54,Banashankari,"Beverage Shop, Dessert Parlor",NA,"Desserts, Beverages, Ice Cream",400.00,Delivery
380,Navi Food Point,Yes,No,3.6,22,Basavanagudi,Quick Bites,NA,Fast Food,200.00,Delivery
381,Shawarma Inc,Yes,No,3.1,31,Banashankari,Takeaway,NA,"Rolls, Lebanese",250.00,Delivery
382,The Cafe Nuts and Bolts,Yes,No,3,29,Kumaraswamy Layout,Cafe,NA,"Cafe, Fast Food, Chinese",500.00,Delivery
383,AM WOW,Yes,No,3.4,6,Jayanagar,Beverage Shop,NA,Beverages,100.00,Delivery
385,Funjabi Curries,Yes,No,2.9,11,Banashankari,Quick Bites,NA,North Indian,500.00,Delivery
389,Lassi Stop,Yes,No,3.4,12,Banashankari,"Beverage Shop, Quick Bites",NA,"Beverages, Fast Food, Juices",150.00,Delivery
391,Sri Sai Cafe,Yes,No,3.5,10,Basavanagudi,Quick Bites,NA,South Indian,200.00,Delivery
392,Sri Sai 99 Variety Dosa,Yes,No,3.8,25,Banashankari,Quick Bites,NA,South Indian,300.00,Delivery
393,Utsav Restaurant,Yes,No,3.8,61,Banashankari,Quick Bites,NA,"North Indian, Chinese",300.00,Delivery
394,Crunch and Munch,Yes,No,3.7,23,Uttarahalli,Quick Bites,NA,"Chinese, Street Food, Ice Cream",300.00,Delivery
395,Food Geek,Yes,No,3.8,25,Basavanagudi,Quick Bites,NA,"Sandwich, Fast Food, Rolls",350.00,Delivery
397,Great Indian Rolls,Yes,No,3.3,4,Basavanagudi,Quick Bites,NA,Rolls,100.00,Delivery
398,Chats Point,Yes,No,3.4,8,Basavanagudi,Quick Bites,NA,"Fast Food, Street Food",150.00,Delivery
399,Food Point,Yes,No,3.5,32,Kumaraswamy Layout,Quick Bites,NA,"North Indian, Chinese",300.00,Delivery
403,New Rajadhani Spicy,Yes,No,3.7,67,Kumaraswamy Layout,Casual Dining,NA,North Indian,700.00,Delivery
405,VEGeatz,Yes,No,3.4,19,Banashankari,Quick Bites,NA,"South Indian, North Indian",200.00,Delivery
406,Foodizo,Yes,No,3.6,24,Banashankari,Quick Bites,NA,"Desserts, Fast Food, Continental",300.00,Delivery
411,Goli Vada Pav No. 1,Yes,No,3.7,93,Basavanagudi,Quick Bites,"Masala Vada Pav, Cheese Vada Pav, Fries",Street Food,200.00,Delivery
415,Sip n Dine,Yes,No,3.6,218,Vijay Nagar,Casual Dining,"Veg Jaipuri, Neer Dosa, Kulcha, Pepper Chicken, Chilli Mushroom, Murgh Platter, Paneer Tikka","North Indian, Chinese, South Indian",800.00,Delivery
416,Cafe Mondo,Yes,No,3.7,514,Basavanagudi,Cafe,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge","Cafe, Italian, Beverages",600.00,Delivery
420,Juicy Momos,Yes,No,3.5,80,Banashankari,Quick Bites,"Rolls, Burgers, Juicy Momos, Chicken Momo, Chocolate Momos, Mushroom Momo, Paneer Momos","Tibetan, Momos",250.00,Delivery
421,Amande Patisserie,Yes,No,4,73,Basavanagudi,Bakery,"Macaroon, Mousse, Caramel Eclair","Bakery, French, Desserts",300.00,Delivery
422,Anand Sweets and Savouries,Yes,No,3.9,84,Jayanagar,Sweet Shop,"Dahi Papadi Chaat, Papdi Chaat, Bhel Puri, Paratha, Kachori, Thali, Masala Poori","Mithai, Street Food",400.00,Delivery
423,Chicken Hunt,Yes,No,3.5,88,Banashankari,Quick Bites,Chicken Grill,"South Indian, North Indian, Chinese, Biryani",350.00,Delivery
424,Swadesh Tadka,Yes,No,3.5,179,Banashankari,Casual Dining,"Gulab Jamun, Roti, Masala Papad, Babycorn Manchurian, Paratha, Clear Soup, Biryani","North Indian, Chinese, Beverages",600.00,Delivery
425,Cane-O-La,Yes,No,3.8,61,Basavanagudi,Quick Bites,"Sugarcane Juice, Popcorn",Juices,100.00,Delivery
426,New Biryani Mane,Yes,No,3.7,128,Uttarahalli,Casual Dining,"Egg Biryani, Tandoori Chicken, Fish, Rumali Roti","North Indian, Chinese, Biryani, South Indian",450.00,Delivery
429,Sreeraj Lassi Bar,Yes,No,4.1,210,Jayanagar,"Dessert Parlor, Beverage Shop","Faluda, Mango Lassi, Sweet Lassi, Fruit Salad, Shrikhand, Matka Kulfi, Pudina Lassi",Beverages,150.00,Delivery
430,Juice Junction Food Court,Yes,No,3.7,57,Basavanagudi,Quick Bites,NA,"Juices, South Indian, Chinese, Fast Food",200.00,Delivery
431,Bunt's Biriyani Palace,Yes,No,3,213,Banashankari,Quick Bites,"Neer Dosa, Sea Food, Pepper Chicken","North Indian, South Indian, Chinese, Biryani, Seafood",400.00,NA
435,Janahaar,Yes,No,3.8,70,Banashankari,Quick Bites,"Masala Dosa, Idli, Filter Coffee, Medu Dosa",South Indian,100.00,Delivery
437,Utsav,Yes,No,3.7,59,Banashankari,Quick Bites,"Paratha, Kachori, Tea, Lassi, Samosa, Vada Pav","North Indian, Street Food",200.00,Delivery
439,Snacks Bite,Yes,No,3,9,Kumaraswamy Layout,Quick Bites,NA,"Fast Food, Momos",400.00,Delivery
443,Kaulige Millet Corner,Yes,No,3.3,4,Basavanagudi,Quick Bites,NA,"Healthy Food, South Indian",150.00,Delivery
444,Ifruit Ice Cream,Yes,No,3.3,4,Kumaraswamy Layout,Dessert Parlor,NA,"Desserts, Ice Cream",150.00,Delivery
446,Grand Food,Yes,No,3.4,8,Banashankari,"Quick Bites, Bakery",NA,"South Indian, Bakery, Chinese",250.00,Delivery
447,Dining Hut,Yes,No,3.5,10,Kumaraswamy Layout,Quick Bites,NA,"North Indian, Chinese, South Indian",400.00,Delivery
451,Masale Daan,Yes,No,3.1,4,Banashankari,Delivery,NA,North Indian,350.00,Delivery
453,Grow Fit,Yes,No,3.6,16,JP Nagar,"Takeaway, Delivery",NA,"Healthy Food, North Indian, Thai",500.00,Delivery
456,Lassi Spot,Yes,No,3.3,4,Kumaraswamy Layout,Beverage Shop,NA,NA,100.00,Delivery
457,Sandwich Hub,Yes,No,3.4,12,Jayanagar,Quick Bites,NA,"Fast Food, Sandwich",300.00,Delivery
459,Udupi Sri Krishna Cafe,Yes,No,3.9,14,Jayanagar,Casual Dining,NA,"North Indian, South Indian",600.00,Delivery
461,Veganbreak24,Yes,No,2.8,5,City Market,"Takeaway, Delivery",NA,"South Indian, Chinese, Continental, Biryani",199.00,Delivery
462,Aadhya Hotel,Yes,No,3.3,5,Basavanagudi,"Casual Dining, Bar",NA,"South Indian, North Indian, Chinese, Biryani",800.00,Delivery
463,Dodda Mane Baaduta,Yes,No,3.5,15,Banashankari,Quick Bites,NA,"North Indian, South Indian, Chinese, Biryani",250.00,Delivery
464,Swadd Kitchen,Yes,No,3.4,4,Basavanagudi,Casual Dining,NA,"North Indian, Fast Food",500.00,Delivery
468,Right Pizza,Yes,No,0,0,Basavanagudi,Quick Bites,NA,Pizza,300.00,Delivery
470,Davanagere Benne Dose Hut,Yes,No,3.4,10,Banashankari,Quick Bites,NA,South Indian,100.00,Delivery
475,Sri Banashankari Upahara,Yes,No,0,0,Kumaraswamy Layout,Quick Bites,NA,"North Indian, South Indian",150.00,Delivery
479,Hyderabad Express,Yes,No,0,0,Banashankari,Quick Bites,NA,"Hyderabadi, Biryani, South Indian, Andhra, Beverages",300.00,Delivery
482,Chetty's Corner,Yes,No,3.4,30,Uttarahalli,Quick Bites,NA,"Fast Food, Burger, Pizza",200.00,Delivery
484,Donne Biryani & Kabab Corner,Yes,No,3.3,12,Kumaraswamy Layout,Quick Bites,NA,"Chinese, Biryani",200.00,Delivery
494,Rasoi,Yes,No,3.3,128,Banashankari,Quick Bites,"Lassi, Panneer Butter Masala, Paratha, Thali","North Indian, Chinese",300.00,Delivery
495,Mr. Singh Da Dhaba,Yes,No,3.6,241,Kumaraswamy Layout,Quick Bites,"Mughlai Paratha, Laccha Paratha, Rolls","North Indian, Chinese",300.00,Delivery
497,Ayodhya Upachar,Yes,No,4.3,734,Banashankari,Quick Bites,"Panneer Butter Masala, Vada, Curd Rice, Idli, Jeera Rice, Naan, Kulcha","South Indian, North Indian, Chinese, Street Food",200.00,Delivery
503,SLV Corner Restaurant,Yes,No,4.1,364,Basavanagudi,Casual Dining,"Masala Dosa, Filter Coffee, Maddur Vada, Curd Vadai, Onion Dosa, Upma, Sunday Breakfast","South Indian, Chinese, North Indian, Street Food, Rolls, Juices",550.00,Delivery
504,Biryani Royals Garden,Yes,No,0,0,Kumaraswamy Layout,Quick Bites,NA,"North Indian, Biryani, Mughlai",500.00,Delivery
505,Hotel New Karavali,Yes,No,3.8,133,Banashankari,Quick Bites,NA,"Mangalorean, South Indian, North Indian",300.00,Delivery
510,Multi Snacky Hub,No,No,0,0,Basavanagudi,Quick Bites,NA,Fast Food,200.00,Delivery
511,Kettle & Kegs,Yes,No,3.2,6,Banashankari,Delivery,NA,"Tea, Beverages",200.00,Delivery
518,Amma's Pastries,No,No,3.8,60,Banashankari,Dessert Parlor,NA,Bakery,400.00,Desserts
521,Polar Bear,Yes,No,3.9,116,Banashankari,Dessert Parlor,"Sandwiches, Hot Chocolate Fudge, Strawberry Milkshake","Ice Cream, Desserts, Beverages, Sandwich",400.00,Desserts
523,Anand Sweets and Savouries,No,No,3.7,46,Banashankari,"Sweet Shop, Quick Bites",NA,"Mithai, Street Food",400.00,Desserts
526,The Lassi and Juice Park,No,No,3.8,28,Banashankari,"Beverage Shop, Dessert Parlor",NA,"Juices, Desserts",150.00,Desserts
534,Corner Stone,No,No,3.6,42,Banashankari,"Beverage Shop, Quick Bites",NA,"Beverages, Juices, Desserts, Italian",300.00,Desserts
540,Arun Ice Cream,No,No,3.4,7,Banashankari,Dessert Parlor,NA,"Ice Cream, Desserts",150.00,Desserts
546,Sweet N Swirl,No,No,3.2,17,Banashankari,Dessert Parlor,NA,"Desserts, Ice Cream",150.00,Desserts
553,Gopi Ice Creams,No,No,0,0,Banashankari,Dessert Parlor,NA,Ice Cream,100.00,Desserts
554,Sri Venkateshwara Sweet Meat Stall,No,No,4,98,Basavanagudi,"Sweet Shop, Quick Bites","Mysore Pak, Pav Bhaji, Chaat, Masala Poori, Badam Milk, Paratha, Panipuri","Mithai, Street Food, North Indian, Chinese",400.00,Desserts
555,Baskin Robbins,No,No,3.7,25,Basavanagudi,Dessert Parlor,NA,"Ice Cream, Desserts",250.00,Desserts
558,Srinivasa Brahmins Bakery,No,No,3.6,16,Basavanagudi,"Bakery, Quick Bites",NA,"Bakery, Street Food",150.00,Desserts
559,Jain Bakes,No,No,3.6,8,Basavanagudi,Bakery,NA,"Bakery, Desserts",250.00,Desserts
561,KC Das - Sweet Spot,No,No,3.6,46,Basavanagudi,"Sweet Shop, Quick Bites",NA,"Mithai, Street Food",200.00,Desserts
566,A2B Veg - Adyar Ananda Bhavan,Yes,No,2.7,97,Basavanagudi,Casual Dining,Masala Dosa,"South Indian, North Indian, Chinese, Street Food",400.00,Desserts
581,Jcubez,No,Yes,3.8,977,Banashankari,Lounge,"Beer, Chicken Wings, Chilli Chicken, Onion Rings, Fries",Finger Food,1300.00,Dine-out
596,Ferment,No,No,0,0,Banashankari,"Casual Dining, Bar",NA,Continental,1000.00,Dine-out
600,Chung Wah,Yes,No,3.9,519,Banashankari,Casual Dining,"Tom Yum Soup, Wine, Spring Roll, Singapore Noodles, Manchow Soup, Golden Fried Prawns, Lamb","Chinese, Momos, Thai, Vietnamese",900.00,Dine-out
602,Blue Wings Bar & Restaurant,No,No,3.7,43,Banashankari,"Bar, Casual Dining",NA,"North Indian, Chinese",700.00,Dine-out
626,Karavali Fish Center,No,No,3.4,10,Banashankari,Quick Bites,NA,"Mangalorean, Chinese",300.00,Dine-out
630,Iyer's Tiffin Centre,No,No,3.8,62,Banashankari,Quick Bites,"Kesari Bath, Masala Dosa","South Indian, Chinese",150.00,Dine-out
631,Kydz Adda,No,No,3.4,6,Banashankari,Casual Dining,NA,Continental,500.00,Dine-out
634,Food BoCafe,No,No,3.6,36,Banashankari,Casual Dining,NA,"Mughlai, North Indian, Chinese",500.00,Dine-out
639,Sri Ganesh Juice and Chats,No,No,3.5,18,Banashankari,"Beverage Shop, Quick Bites",NA,"Juices, Street Food",150.00,Dine-out
640,Manifest Cafe,No,No,3.5,10,Banashankari,Casual Dining,NA,"South Indian, North Indian, Chinese",500.00,Dine-out
641,Beijing Bites,No,No,2.7,128,Banashankari,Casual Dining,"Cantonese Noodles, Basil Chicken, Hunan Chicken Gravy, Manchow Soup, Dragon Chicken, Chicken Grill","Chinese, Thai",850.00,Dine-out
651,Parijatha Paradise,Yes,No,0,0,Banashankari,Casual Dining,NA,"South Indian, North Indian, Fast Food, Chinese, Street Food",500.00,Dine-out
655,Taaza Thindi,No,No,4.7,651,Banashankari,Quick Bites,"Masala Dosa, Vada, Upma, Filter Coffee, Kesari Bath, Idli Chutney, Kharabath",South Indian,100.00,Dine-out
664,Kaapi Corner,No,No,0,0,Banashankari,Quick Bites,NA,South Indian,100.00,Dine-out
675,Chickpet Donne Biryani House,Yes,No,3.8,131,Banashankari,Quick Bites,NA,Biryani,250.00,Dine-out
676,Brahmin Cafe,No,No,3.8,19,Banashankari,Quick Bites,NA,South Indian,150.00,Dine-out
690,Hotel Mangala,No,No,3.9,88,Banashankari,Quick Bites,"Khali Dosa, Kali Dosa, Masala Dosa, Vada Sambar",South Indian,250.00,Dine-out
691,Simple Thindies,No,No,3.5,8,Banashankari,Quick Bites,NA,South Indian,200.00,Dine-out
702,New Sagar Fast Food,No,No,3.6,71,Banashankari,Quick Bites,"Vegetable Biryani, Masala Dosa, Kulcha, Masala Papad, Tomato Soup","North Indian, South Indian",250.00,Dine-out
705,Parama Ruchi,No,No,3.5,11,Banashankari,Quick Bites,NA,"South Indian, North Indian, Chinese, Street Food",300.00,Dine-out
706,Thrilok Restaurant,No,No,3.4,9,Banashankari,Quick Bites,NA,"Mangalorean, Seafood",350.00,Dine-out
707,Meat And Eat,No,No,3.5,12,Banashankari,Quick Bites,NA,"Fast Food, Burger",500.00,Dine-out
713,Shri Guru Raghavendra Grand Veg,No,No,0,0,Banashankari,Quick Bites,NA,"South Indian, North Indian, Chinese",400.00,Dine-out
714,Pizza Stop,Yes,No,3,87,Banashankari,Quick Bites,"Garlic Bread, Pasta, Nachos, Salsa, Thin Crust Pizza","Pizza, Italian",600.00,Dine-out
717,Hanumanthanagar Biryani Junction,No,No,3.5,17,Banashankari,Quick Bites,NA,South Indian,300.00,Dine-out
721,SLV Refreshment,No,No,4.1,94,Banashankari,Quick Bites,"Coffee, Masala Dosa, Kharabath, Idli Vada, Kesari Bath",South Indian,100.00,Dine-out
725,SVKP Daily Fresh,No,No,3.3,5,Banashankari,Quick Bites,NA,South Indian,350.00,Dine-out
735,Srinagar Kabab Corner,No,No,3.4,10,Banashankari,Quick Bites,NA,North Indian,250.00,Dine-out
736,Sri Venkateshwara Chat Centre,No,No,3.5,12,Banashankari,Quick Bites,NA,Street Food,100.00,Dine-out
737,Vinay Bhel Corner,No,No,3.4,7,Banashankari,Quick Bites,NA,Street Food,100.00,Dine-out
741,Nandi Chats and Juice,No,No,3.6,47,Banashankari,Quick Bites,NA,Street Food,150.00,Dine-out
749,Just Shawarma,Yes,No,3.8,66,Banashankari,Quick Bites,NA,Arabian,300.00,Dine-out
751,FOOD ADDA,No,No,3.2,4,Banashankari,Quick Bites,NA,Fast Food,200.00,Dine-out
753,Hotel Nisarga,No,No,3.2,5,Banashankari,Quick Bites,NA,"North Indian, South Indian",250.00,Dine-out
756,Yo Roll Corner,No,No,3,27,Banashankari,Quick Bites,NA,"Street Food, Rolls",200.00,Dine-out
757,New Quality Dum Biryani,No,No,3.1,9,Banashankari,Quick Bites,NA,Biryani,200.00,Dine-out
758,Sri Lakshmi Kabab Center,No,No,3.3,4,Banashankari,Quick Bites,NA,Kebab,200.00,Dine-out
761,Dtink Lab,No,No,0,0,Banashankari,Quick Bites,NA,"Beverages, Sandwich",80.00,Dine-out
762,Shree Udupi South kitchen,No,No,0,0,Banashankari,Quick Bites,NA,South Indian,150.00,Dine-out
764,Tasty Bites,No,No,3.7,21,Banashankari,Quick Bites,NA,"Fast Food, Pizza",150.00,Dine-out
765,Raams Chicken,No,No,3.6,22,Banashankari,Quick Bites,NA,Andhra,300.00,Dine-out
766,Panchami,No,No,3,15,Banashankari,Quick Bites,NA,"North Indian, Chinese",300.00,Dine-out
778,Sri Raghavendra Prasanna Coffee Beans Club,No,No,0,0,Banashankari,Quick Bites,NA,South Indian,150.00,Dine-out
779,Sri Balaji Tiffin Centre,No,No,0,0,Banashankari,Quick Bites,NA,"South Indian, Chinese",300.00,Dine-out
786,Kavali,No,No,4,42,Banashankari,Quick Bites,"Cheese Dosa, Chocolate Dosa, Corn Dosa, Pesarattu, Bread Dosa","South Indian, Street Food",300.00,Dine-out
794,Vidyarthi Bhavan,No,No,4.4,4460,Basavanagudi,Quick Bites,"Filter Kaapi, Filter Coffee, Khara Bhath, Maddur Vada, Crispy Masala Dosa, Kesari Bath, Ghee Masala Dosa",South Indian,150.00,NA
796,Bharjari Oota,No,No,3.9,153,Basavanagudi,Casual Dining,"Curd Rice, Coriander Soup, Masala Dosa, Biryani, Thali",South Indian,350.00,Dine-out
803,Bridgeway,No,No,3.8,94,Mysore Road,Casual Dining,NA,"North Indian, Chinese",550.00,Dine-out
805,Soho Bar & Grill,No,No,2.7,377,Basavanagudi,Pub,"Thai Chicken, Chicken Lollipop, Cocktails, Jeera Rice, Rolls, Draught Beer, French Fries","North Indian, Chinese, Thai",1100.00,Dine-out
808,Bhavani Restaurant,No,No,3.9,100,Basavanagudi,Quick Bites,"Coffee, Vada, Curd Rice, Ghee Roast Paneer, Thali","South Indian, North Indian, Chinese",300.00,Dine-out
810,Zephyr,No,No,3.9,133,Basavanagudi,Casual Dining,"Chilli Paneer Pizza, Mocktails, French Fries, White Sauce Pasta, Nachos, Manchurian","Italian, Continental",650.00,Dine-out
812,Hotel Dwarka,No,No,4.2,253,Basavanagudi,Quick Bites,"Khali Dosa, Kali Dosa, Upma, Filter Coffee, Kesari Bath, Set Dosa, Masala Dosa",South Indian,250.00,Dine-out
813,Nisarga Garden Restaurant,No,No,3.4,51,Basavanagudi,Quick Bites,NA,"South Indian, Chinese, Desserts, Beverages",350.00,Dine-out
814,Ma-Arya Family Restaurant,No,No,3.7,61,Basavanagudi,Casual Dining,"Mutton Biryani, Crispy Fried Chicken","Biryani, South Indian, North Indian, Chinese, Andhra",600.00,Dine-out
818,New Prashanth Hotel,No,No,3.9,66,Basavanagudi,Casual Dining,NA,South Indian,400.00,Dine-out
819,Udupi Sri Krishna Bhavan,No,No,4.1,238,Basavanagudi,Quick Bites,"Masala Dosa, Vada, Obbattu, Badam Milk, Khara Bhath, Coffee, Puri Saagu",South Indian,600.00,Dine-out
825,Ice Thunder,No,No,3.8,124,Basavanagudi,Quick Bites,"Masala Poori, Rumali Roti, Sandwiches, Chaat, Burgers","South Indian, Fast Food, North Indian, Desserts",300.00,Dine-out
844,Pramukh Family Restaurant,No,No,3.9,111,Basavanagudi,Casual Dining,"Murgh Ghee Roast, Malai Kofta, Butter Chicken, Donne Biryani, Cocktails, Palak Rice, Masala Peanuts","North Indian, Chinese, Mughlai",700.00,Dine-out
846,Vybhava,No,No,3.8,39,Jayanagar,Quick Bites,"Masala Dosa, Idli, Vada Sambar","South Indian, North Indian",250.00,Dine-out
851,Anand Sagar Inn,No,No,3.3,6,Basavanagudi,Casual Dining,NA,"South Indian, North Indian, Chinese",450.00,Dine-out
852,Sangam Military Hotel,No,No,3.2,14,Jayanagar,Quick Bites,NA,South Indian,250.00,Dine-out
856,Pallavi Bar & Restaurant,No,No,0,0,Mysore Road,"Casual Dining, Bar",NA,"North Indian, South Indian, Chinese",550.00,Dine-out
857,Belly Squad Food Truck,No,No,3.8,55,South Bangalore,Food Truck,"Biryani, Momos, Rolls","Chinese, Rolls, Biryani, Momos",300.00,Dine-out
863,50-50 EATING HOUSE,No,No,3.2,4,Basavanagudi,Quick Bites,NA,"South Indian, Biryani",100.00,Dine-out
865,Om Shiva Shakthi Chats Centre,No,No,3.9,26,Basavanagudi,Quick Bites,NA,"Street Food, Fast Food",300.00,Dine-out
869,Rolls Corner,No,No,3.6,22,Basavanagudi,Quick Bites,NA,"Fast Food, Rolls",150.00,Dine-out
871,New Ambur Hot Dum Biryani,No,No,3.2,8,Mysore Road,Quick Bites,NA,Biryani,150.00,Dine-out
872,Sticke2Waffles,No,No,0,0,Basavanagudi,Quick Bites,NA,"South Indian, Fast Food",100.00,Dine-out
